X,Y,TYPE,SPEED,DirType,Direction
-0.15015,38.54036,F030KX0-AvAlcaldeVicentePerezDevesaDirA,0,4,0
-0.15834,38.53424,F020Kx0-AvdelaVilaJoiosaDirA,0,4,0
-0.12366,38.53714,F020Kx0-AvdelMediterraneoDirA,0,4,0
-0.09691,38.55095,F020KX0-AvSeveroOchoaDirA,0,4,0
-0.12891,38.54358,F030KX0-AvAlfonsoPuchadesDirA,0,4,0
-0.11801,38.54554,F030KX0-AvComunidadValencianaDirA,0,4,0
-4.86746,36.50898,F050DUKEN-320-JuandelaCierva19DirA,0,4,0
-4.89769,36.51319,F030DUKEAvCanovasdelCastillo25DirA,0,4,0
-4.96104,36.49995,F030DUKEAvPrado/CTorresDirA,0,4,0
-8.28140,40.68031,F100DUKEA-25Km48.8DirNE,0,4,0
-8.68460,42.21746,F080ABRGA-55Km6DirNW,0,4,0
-0.14174,38.53719,F020KX0-AvArmadaEspañola12DirW,0,4,0
-5.80576,43.41150,F120KX0-AS-17Km22.6DirSE,0,4,0
-1.64308,42.80961,030ABRGAvGalicia1DirA,0,4,0
-3.37163,40.49649,F030MARCMiguelUnamuno-ConchaEspinaDirA,0,4,0
-3.37428,40.48035,F030MARCDemetrioDucarDirSE,0,4,0
0.16452,42.40513,F090KX0-N-260Km433.8DirA,0,4,0
-2.94020,43.40475,F030DukeMungiaBideaDirA,0,4,0
-2.93200,43.41501,F020DukeArmintzaErrepideaDirA,0,4,0
-2.93190,43.41185,F030DukeTribiñukalea30DirA,0,4,0
-1.96832,42.31105,F030KX0-LR-482C/RioAlhama1DirA,0,4,0
-1.96044,42.30596,F030KX0-AvEstacion12DirA,0,4,0
-1.96299,42.30087,F030KX0-C/Mediavilla26DirA,0,4,0
-3.76054,38.12073,F120MARCA-4Km292DirNE,0,4,0
2.83529,41.70039,F040DUKEGI-682DirA,0,4,0
1.93594,42.33690,F050SGTAAvSupermolinaGI-400DirA,0,4,0
1.97315,42.46074,F050ABRGN-154Km4.531DirA,0,4,0
1.98607,42.46246,F050ABRGN-154Km6DirA,0,4,0
-3.32965,40.21972,F120DUKEA3Km41DirNNW,0,4,0
-9.16503,38.76777,F050ABRGAvPadreCruzDirN,0,4,0
2.24481,41.46807,F100KX0-B-20Km21.1DirNE,0,4,0
2.21041,41.45879,F080KX0_B-20Km18.1DirSW,0,4,0
-3.94076,40.69394,060ABRGM-608Km32DirA,0,4,0
1.54380,38.99630,F050ABRGEI-200Km8.1DirNE,0,4,0
-9.12284,38.77782,F080ABRGE1AvMalCraveiroLopesDirN,0,4,0
-3.85795,43.00698,F090KX0-N-623Km87.2DirA,0,4,0
-3.48115,42.97587,F090KX0-N-629Km28.79DirA,0,4,0
-3.39203,40.48403,F030DUKEJuanCarlosI7AlejandroMalaspinaDirSW,0,4,0
-3.36180,40.50878,F040DUKEAvGustavoAdolfoBecquerDirA,0,4,0
-5.82833,43.35554,F100KX0-A-66Km29.04DirNE,0,4,0
-3.37163,40.48378,F040MARCAvComplutensePºPinosDirW,0,4,0
-9.11764,38.76022,F050ABRGAvMarGomesdaCostaDirNW,0,4,0
-9.16462,38.76935,F050ABRGAvPadreCruzDirS,0,4,0
-9.14520,38.77371,F050ABRGAvSantoseCastroDirNNE,0,4,0
-9.14415,38.77505,F050ABRGAvSantoseCastroDirSW,0,4,0
-1.65211,42.80272,F050DUKEAvNavarra/EsquirozDirNW,0,4,0
-1.63286,42.79411,F040DUKEPA-32Morea/EladioCilvetiDirN,0,4,0
-1.68118,42.79455,F050DUKEAvArostegui/AvEstellaDirSW,0,4,0
-3.88602,40.41034,F040DUKEIsabeldeFarnesio2DirS,0,4,0
2.11043,41.34053,F080BCN9B-10RondadelLitoralKm18DirW,0,4,0
2.10988,41.34025,F080BCN9B-10RondadelLitoralKm18DirE,0,4,0
-3.64509,40.53858,F050JUANAvValdelaparra13DirA,0,4,0
-9.14156,38.76311,F080DUKEE-12ªCircularKm3.5DirW,0,4,0
-3.90362,40.43875,F030DUKEC/Vallefranco33DirA,0,4,0
-9.18470,38.75102,F050ABRGAvLusiadaDirNW,0,4,0
-9.17555,38.74982,F050ABRGAvLusiadaDirE,0,4,0
-2.68110,42.83773,F030DUKESalvatierrabide25DirA,0,4,0
-4.37019,36.72244,F030DUKEN-340Nº103DirA,0,4,0
-4.37500,36.72234,F030DUKEN-340Nº68DirA,0,4,0
-4.37473,36.72150,F030DUKEC/Bolivia144DirE,0,4,0
-4.37946,36.72144,F030DUKEC/Bolivia44DirE,0,4,0
-4.36481,36.71981,F030DUKEC/SalvadorAllende10DirE,0,4,0
-4.39674,36.72251,F030DUKEPºMaritimoPabloRuizPicasso50DirA,0,4,0
1.75260,41.36557,F030Kx0-BV-242914DirA,0,4,0
-9.10457,38.77060,F050ABRGInfanteD.HenriqueDirN,0,4,0
-3.61651,40.55427,F050ABRGPºEuropaS.SebastianDirSW,0,4,0
-3.61702,40.54214,F050DUKEAvMatapiñonera38DirA,0,4,0
-0.85630,41.67119,F050DUKEC/Estragon-CogulladaDirSW,0,4,0
2.49453,42.17882,F030DUKEAvSanJordi102OlotDirA,0,4,0
-6.39555,38.67900,F050DUKEN-630AvRodriguezIbarra219DirA,0,4,0
-8.94624,38.71682,F060ABRGA12Km3DirE,0,4,0
-8.94322,38.71572,F060ABRGA33Km3DirNW,0,4,0
1.64287,41.57384,F040kx0-C-244CraIgualadaaSitgeDirA,0,4,0
1.64066,41.57631,F040kx0-C-244CraIgualadaaSitgeDirA,0,4,0
-9.16123,38.74435,F050KX0-AvDosCombatientesdirSE,0,4,0
-9.16121,38.74402,F050KX0-AvDosCombatientesdirNW,0,4,0
-9.11480,38.77825,F050KX0-AvDr.AlfredoBensaudedirSE,0,4,0
2.17219,41.38886,F050ABRGC/PauClaris13-15PzaUrquinaonaDirSE,0,4,0
2.15517,41.38484,F050ABRGC/Arago-UrgellDirSSW,0,4,0
2.18576,41.40796,F050ABRGC/Arago585DirSSW,0,4,0
2.17162,41.39957,F030ABRGAvDiagonal364RogerdeFlorDirA,0,4,0
2.17306,41.37470,F050ABRGAvParal-lelPalaudariesDirE,0,4,0
2.20124,41.41404,F050ABRGAvGranVia1050DirNE,0,4,0
2.13283,41.32294,F050ABRGCalleAZonaFrancaDirNE,0,4,0
2.13365,41.39482,F050ABRGRondaGeneralMitre40DirNE,0,4,0
2.13461,41.39992,F030ABRGRondaGeneralMitre95DirSW,0,4,0
2.14040,41.40453,F050ABRGCalleBalmes/RondaGeneralMitreDirA,0,4,0
2.12454,41.40170,F050ABRGPºdelaBonanova84-AnglíDirA,0,4,0
2.13052,41.41332,F050ABRGIsaacNewton24DirNE,0,4,0
2.11686,41.39935,F050ABRGJVFoix102RamonMiquelDirA,0,4,0
2.11280,41.40811,F050ABRGAvVallvidriera52DirA,0,4,0
2.12561,41.40043,F050ABRGC/Angli33DirSE,0,4,0
2.15365,41.40894,F050ABRGTravesseradalt34GranjaDirNE,0,4,0
2.15372,41.43172,F050ABRGAvEstatut15JorqgeManriqueDirSSE,0,4,0
2.17755,41.43190,F050ABRGPiferrer74C/TorrentdecanPiquerDirNNE,0,4,0
2.16344,41.43374,F050ABRGPºFabraiPuig389C/CanigóDirA,0,4,0
2.20444,41.43027,F050ABRGC/Santander67DirA,0,4,0
2.19563,41.43904,F050ABRGFerranJunoy14DirN,0,4,0
2.19982,41.38965,F050ABRGAvLitoral40DirNE,0,4,0
2.20470,41.39423,F080ABRGRondaLitoralentreLlacunayJaimeVicensDirSSW,0,4,0
2.15499,41.37796,F030ABRGRocafort48/SepulvedaDirSSE,0,4,0
2.14576,41.37523,F030ABRGCreucoberta/RectorTriadódirA,0,4,0
2.12624,41.40266,F050ABRGPºBonanova70IradierDirA,0,4,0
-3.00544,43.33475,F050DUKECraAsua-LaAvanzada/AvloschoposDirSE,0,4,0
-2.99983,43.34669,F030DUKEav.deloschoposDirN,0,4,0
1.42981,38.92566,F030ABRGCamidesantMateoDirA,0,4,0
-0.06264,39.96561,F060ABRGAvdeValencia107DirNE,0,4,0
-0.02235,39.99200,F060ABRGRondaNortetunelsalidadirS,0,4,0
-0.06006,39.97648,F060ABRGRondaSurdirSE,0,4,0
1.45147,38.92968,F030ABRGCapMartinet-CaminoAngelNietoDirA,0,4,0
1.56199,39.03257,F050ABRGVendadePeralta6DirA,0,4,0
1.42148,38.92687,F060ABRGEI-600AvSanAntonio47DirA,0,4,0
-5.64929,40.96857,F050DUKEAvComuneros44DirA,0,4,0
4.24962,39.88676,F030KX0-SesquatrebosquesMe-12DirA,0,4,0
-3.01124,43.33341,F030KX0-AvZugatzarte59DirA,0,4,0
4.26786,39.88190,F050KX0-RdadeMahon89DirA,0,4,0
-5.87897,38.95909,F050DUKEAvEuropa22DirA,0,4,0
-25.64079,37.74534,F040KX0-DosMaricas10SanMiguelAzoresDirA,0,4,0
-9.18975,38.69699,F050KX0-AvBrasilia1300DirA,0,4,0
-9.17362,38.72434,F050KX0-AvCeutaDirSW,0,4,0
-9.16447,38.73249,F050KX0-AvCalousteDiirNE,0,4,0
-9.13100,38.74830,F050KX0-AvAlmGagoCoutiño52DirN,0,4,0
-9.10466,38.77081,F050KX0-AvInfanteDHenriqueDirS,0,4,0
-9.18931,38.74902,F060KX0-AvEusebiodaSilvaDirSW,0,4,0
-8.37915,40.30923,F060KX0-IP3/M535DirW,0,4,0
-8.63475,41.07938,F080KX0-A-29Km14DirSW,0,4,0
-7.09580,38.68177,F030ABRGC/Francia39DirA,0,4,0
-6.41191,38.42637,F050KX0-N-432EstaciondeautobusesDirA,0,4,0
-1.90735,43.01763,F080SANGA-15LecumberriDirSE,0,4,0
-6.065943,36.70625,F080DUKEA-382/AP-4DirSW,0,4,0
-3.38294,40.68376,F050DUKEN-330Km310M-113DirA,0,4,0
-4.55697,36.66073,F030DUKEAvCristobalColon22DirA,0,4,0
-4.54719,36.66142,F050DUKEAvMalaga-IsaacAlbenizDirA,0,4,0
-6.03053,36.71996,F120KX0-A-382Km4.4DirSW,0,4,0
-2.48529,43.18066,F030DUKEC/Otaola19DirNE,0,4,0
-2.48691,43.18073,F030DUKEC/TorrekuaDirSW,0,4,0
-2.45613,43.18985,F030DUKEC/Barrena36DirA,0,4,0
-3.70638,40.57743,F080KX0-M607Km20DirNNE,0,4,0
-3.92341,40.36521,F090DUKEM-501Km9.4DirSW,0,4,0
-6.15582,36.36655,F050ABRGCanadaCarabineros/Cam.MelillaDirA,0,4,0
-9.11288,38.77729,F050CLFAlfredoBensaude5DirNW,0,4,0
2.02193,41.31398,F050KX0-B-204CtradelaVila15DirA,0,4,0
2.03400,41.31583,F040KX0-C/delaTecnologia/C/TorrentFondoDirSW,0,4,0
2.02368,41.30317,F050KX0-C/MarieCurie/C.JaneGoodallDirSW,0,4,0
2.01450,41.30943,F050KX0-C-245/RocaDirADirA,0,4,0
-3.66638,40.36316,F080KX0M40Km20.2MercamadridDirSW,0,4,0
2.16832,41.39488,F030KX0-C/Aragó(Bruc-PaseigGracia)DirSW,0,4,0
2.15086,41.39892,F030KX0-C/Balmes(MariaCubi-TravesseradeGracia)DirSE,0,4,0
2.14497,41.40270,F030KX0-C/Balmes(Francoli-Santjoanistas)DirA,0,4,0
2.17002,41.39429,F030KX0-C/ConselldeCent(Bruc-Girona)DirNE,0,4,0
2.14578,41.38322,F030KX0-C/Entença(Provença-Rossello)DirNW,0,4,0
2.17901,41.41307,F030KX0-C/Industria(SanQuinti-Conca)DirNE,0,4,0
2.17184,41.40087,F030KX0-C/Mallorca(Napols-RogerdeFlor)DirSW,0,4,0
2.18589,41.41140,F030KX0-C/Mallorca(Muntanya-Fontova)DirSW,0,4,0
2.13348,41.38858,F030KX0-C/Numancia(Anglesola-DeuiMata)DirSE,0,4,0
2.18197,41.41695,F030KX0-C/SanAntoniM.Claret(Trinxat-Guinardo)DirSW,0,4,0
2.16594,41.40896,F030KX0-C/Sardenya(Taxdirt-TravesseradeGracia)DirSE,0,4,0
2.14959,41.39616,F030KX0-C/TravesseradeGracia(Aribau-AlfonsXII)DirNE,0,4,0
2.15753,41.38656,F030KX0-C/Arago-CasanovaDirSW,0,4,0
2.14627,41.37297,F050KX0-C/GranViaCortsCalalanas/SanRocDirSW,0,4,0
2.12192,41.38702,F050KX0-AvDiagonal/PzaPiusXIIDirSSW,0,4,0
2.13285,41.38966,F050KX0-AvDiagonal/NumanciaDirA,0,4,0
-9.16402,38.73362,F050DUKEAvCalousteGudbenkianDirSW,0,4,0
-2.96234,43.30326,F050KX0-BI-637Km11.12DirSW,0,4,0
1.55845,39.02954,F050ABRGPM-810DirA,0,4,0
1.44475,38.94706,F050ABRGEI-300CraStaEulaliaDirA,0,4,0
-8.58139,41.15278,F080DUKEA-20-R.deBonjoia,0,4,0
-3.86803,40.49228,F090HECTA-6km18.275DIRSWcabinalateral,0,4,0
2.70189,41.83840,F090KX0-C-63Km21.194DirA,0,4,0
-2.98538,43.37985,F030DUKEAkilinoArriola25DirA,0,4,0
-2.97759,43.38135,F030DUKESabinoArana30DirA,0,4,0
-2.97852,43.37924,F030DUKEOlabideconLizarreDirA,0,4,0
-2.97503,43.37912,F030DUKEOlabidePabellondeobrasDirA,0,4,0
-1.63868,42.81702,F030ABRGC/Vergel-JuandeLabritDirA,0,4,0
-2.98623,43.32499,F030DUKEN-637C/Iparraguirre72DirSE,0,4,0
-2.98594,43.32276,F030DUKEC/LuisBilbaoLibano23DirN(A),0,4,0
-5.55026,37.25275,F030ABRGCraVillamartinMercadonaDirA,0,4,0
-2.98240,43.32345,F030DUKEN-637C/Iparraguirre-MendibilDirNW,0,4,0
-0.94514,38.73774,F120DUKEA-31Km170DirSSE,0,4,0
-5.04530,39.16996,F050DUKEN-502Km232DirA,0,4,0
-5.80578,43.40473,F030ABRGAntonioMachado34DirA,0,4,0
-5.80666,43.40363,F030ABRGAntonioMachado29EDirA,0,4,0
-5.8039,43.40092,F030ABRGSantaIsabel18DirA,0,4,0
-5.80707,43.40105,F030ABRGSantaIsabel-LopedeVegaDirA,0,4,0
-5.80948,43.40481,F030ABRGSantaBarbara12DirA,0,4,0
-5.81412,43.40992,F030ABRGSantaBarbara53DirA,0,4,0
-5.80236,43.40771,F030ABRGAvBellotinesAvPeralonDirA,0,4,0
-5.44561,36.13229,F050ABRGAvVirgendelCarmen-TrafalgarDirN,0,4,0
-5.44575,36.13575,F050ABRGAvVirgendelCarmen57DirN,0,4,0
-5.44592,36.13566,F050ABRGAvVirgendelCarmen57DirS,0,4,0
-5.45347,36.14055,F040ABRGAvVirgendelCarmen-PrincipesdeEspañaDirSE,0,4,0
-5.44948,36.13871,F050ABRGAvVirgendelCarmen-MillanPicazoDirNW,0,4,0
-5.48983,36.18079,F050ABRGAvCarlosCano2DirS,0,4,0
-5.48945,36.17891,F050ABRGAvCarlosCano_PzatorosDirN,0,4,0
-0.67835,37.98625,F040ABRGAvCortesValencianas14DirA,0,4,0
-0.70105,37.96541,F040ABRGAvDesiderioRodriguez146DirA,0,4,0
-0.69357,37.97334,F040ABRGAvDoctorGregorioMarañon68DirA,0,4,0
-9.17554,38.71669,F050KX0-AvCeutaLisboaDirS,0,4,0
-9.17540,38.71650,F050KX0-AvCeutaLisboaDirN,0,4,0
-9.17284,38.72677,F060KX0-IP7/AvCeutaKm10.2DirSSW,0,4,0
-8.57010,41.15787,F070KX0-A43/IC29CircunvalaciónDirSW,0,4,0
-8.57011,41.15762,F070KX0-A43/IC29CircunvalaciónDirNE,0,4,0
-5.44132,36.11546,F050KX0-CA-223CradeGetaresDirSE,0,4,0
2.15384,41.39096,F030KX0-C/Muntaner-RossellóDirSE,0,4,0
-5.80167,43.39991,F030DukeAvViella67DirA,0,4,0
-5.80627,43.40005,F030DukeAvViella28DirA,0,4,0
-2.58283,42.55279,F050KX0-A-124Km64.3DirA,0,4,0
-5.43055,43.48799,F090DUKEA-8Km355DirW,0,4,0
-5.44357,43.48714,F090DUKEA-8Km356DirE,0,4,0
-2.01811,43.18509,F060KX-0A-15Km151.562DirN,0,4,0
-3.77030,40.68072,F100KX0-M-607Km34DirSE,0,4,0
2.95858,42.26142,F050KX0-NIIaAvSalvadorDali77DirA,0,4,0
-8.43940,40.22130,F060DUKEA31/IC2RuaPadraoDirN,0,4,0
-8.58134,41.07878,F080ABRGA-1Km292.94DirSE,0,4,0
-8.57979,41.07450,F080ABRGA1Km292.35DirNNE,0,4,0
-8.62646,41.22819,F070ABRGN14Km6.1DirA,0,4,0
3.14683,41.90589,F050DUKEC-31AvCataluña4ConcesionariosDirN,0,4,0
3.14724,41.91116,F050DUKEC-31AvCataluña29GreenfoodDirS,0,4,0
3.15087,41.91272,F050DUKEGI-654AvPalafrugell19PizzeriaMilanoDirW,0,4,0
3.14965,41.91240,F050DUKEGI-654AvPalafrugell22DirNE,0,4,0
3.14863,41.90826,F030DUKEC/TorresJonama31DirA,0,4,0
2.77602,41.78744,F050DUKEC-63C/Lloret1PabellónDirA,0,4,0
2.78665,41.78989,F040DUKEC/CostaBrava272DirA,0,4,0
2.77758,41.79614,F050DUKEC-63CostaBrava/GavarresDirA,0,4,0
-2.45800,42.45287,F030ABRGC7Clavijo/N-111DirA,0,4,0
-2.46333,42.45839,F030ABRGClubDeportivo90DirA,0,4,0
-2.42131,42.46503,F030ABRGMadredeDios/A-13DirSE,0,4,0
-2.437339,42.45751,F030ABRGMiguelDelibes/PiqueteDirA,0,4,0
-2.44669,42.47601,F050ABRGAvdelaSonsierra/N-232aDirA,0,4,0
-3.88551,40.44555,F030KX0-C/PlayaFormentor12DirA,0,4,0
-8.22280,41.45684,F090ABRGEN-206Km46.03/R.deRequeixoDirW,0,4,0
2.14612,41.37269,F050KX0_GranVia/SanRocDirNE,0,4,0
-3.88860,40.40070,F030ROBSC/ManueldeFalla99DirA,0,4,0
-4.62635,36.54732,F030DUKEAvAlcaldeClementeDiazRuiz67DirSSE,0,4,0
-4.61309,36.55700,F030DUKENuestroPadreJesusCautivo69DirSW,0,4,0
-4.61120,36.55579,F030DUKEPºMaritimoReydeEspaña90-92DirA,0,4,0
-5.63577,40.97099,F030DUKEAvSantiagoMadrigal(Mercadona)DirE,0,4,0
-5.68189,40.97424,F030DUKEObispoSanchodeCastilla5DirSE,0,4,0
-6.12493,36.42223,F050KX0-CañadadelosBarrancos59DirA,0,4,0
-4.47150,36.73220,F050DUKEAvLopedeVega/ColegioelAtabalDirA,0,4,0
-2.89199,43.28730,F030DUKEStoDomingoHiribidea45DirA,0,4,0
-8.43412,43.35048,F060ABRGRondaDeportivodelaCoruña/LugardeSanJoseDirNNW,0,4,0
-8.43720,43.35348,F060ABRGRondaClubDeportivo/DP-3002DirSSE,0,4,0
-8.40838,43.35173,F050ABRGAvEnriqueSalgadoTorresDirNE,0,4,0
-8.39096,43.34997,F070ABRGAvPasaje/EntradatunelLosCastrosDirSSW,0,4,0
-8.40605,43.35563,F050ABRGC/AlfonsoMolina/PerpetuoSocorroDirN,0,4,0
-8.42848,43.35531,F050ABRGAvFinisterrre/DchosHumanosDirSW,0,4,0
-8.42713,43.34672,F070ABRGAvArteixo/C/NewtonDirNE,0,4,0
-8.82133,40.21062,F050KX0-EN109/R.RibeiroKm110.41DirA,0,4,0
-8.45539,40.16915,F090KX0-IC2Km183.28DirSSW,0,4,0
-3.64208,37.10682,SEMKX0-N-323aNº91DirS,0,4,0
-8.30509,41.45119,F070KX0-N101Km110.7DirW,0,4,0
2.13763,41.36654,F050DUKEGranViaCorts/AvCarriletDirSW,0,4,0
2.13319,41.39841,F030DUKERondadeMitre79/EscuelasPiasDirSW,0,4,0
2.15379,41.40913,F050DUKETravesiadeDalt34/CalleGranjaDirSW,0,4,0
-9.12983,38.80026,F090DUKEIC17Km17.9DirSE,0,4,0
-6.18083,36.39052,F050DUKECradelaBarrosa-StaRaquelDirA,0,4,0
2.11131,41.40898,F050BCN9CraValvidrieraDirA,0,4,0
2.11482,41.40602,F030BCN9CraValvidrieraDirA,0,4,0
-8.45326,38.97574,F090KX0-EN251Km39.225DirA,0,4,0
-7.88642,40.51585,F070KX0-N234Km88.7DirA,0,4,0
-8.69435,38.86457,F050EN119Km27.95DirA,0,4,0
-8.91137,38.61319,F050EN252Km9.01DirA,0,4,0
-7.72966,38.02275,F090DUKEIP8/N260Km13.4DirA,0,4,0
-8.30506,41.45117,F070KX0-EN101Km110.7DirA,0,4,0
-8.606321,41.51990,F070KX0-EN103Km22.94DirA,0,4,0
-7.34043,40.39871,F070KX0-EN18Km19.62,0,4,0
-7.96528,37.03251,F070KX0-EN125-10Km1.43DirA,0,4,0
-8.47071,41.31230,F070KX0-EN105Km20.03DirA,0,4,0
-8.91495,38.64518,F070KX0-EN252Km5.20DirA,0,4,0
-8.92312,38.67946,F070KX0-EN5Km5.97DirA,0,4,0
-8.62423,41.11982,F080KX0-A44Km4.48DirSW,0,4,0
-8.46506,40.62821,F070KX0-IC2Km238.97DirA,0,4,0
-9.15802,38.77788,F090KX0-IP7Lm3.39DirSW,0,4,0
-8.37603,41.40890,F100KX0-A7Km33.25DirNE,0,4,0
-8.37168,41.41016,F100KX0-A7Km33.65DirW,0,4,0
-8.23879,37.21175,F120KX0-A2Km233.11DirSSE,0,4,0
-8.13683,40.69324,F120KX0-A25Km62.40DirSW,0,4,0
2.34461,41.59695,F060DUKEBV-5105/AvGaudíSantaAgnesDirA,0,4,0
1.71497,41.21857,F040KX0-C246aVilaNovaDirA,0,4,0
-1.67777,42.80807,F050PELAC/MiluzeDirA,0,4,0
1.69984,41.21697,F040DUKERondaibericaDirA,0,4,0
1.69842,41.22449,F030KX0-AvRocacrespa56DirA,0,4,0
1.72314,41.21385,F030KX0-PaseoRibesRoges11DirACopiarnosesMALO,0,4,0
4.05125,39.94880,F040ABRGMe18AvMarentradapuebloDirS,0,4,0
4.03503,39.91716,F030KX0-UrbanizacionStoTomas13DirA,0,4,0
1.09632,41.12408,F080KX0-TV3141CraReusaCambrillsDirA,0,4,0
2.19154,41.41697,F050KX0-C/FelipeII-CSagreraDirNW,0,4,0
-8.20978,37.12179,F070KX0-EN125Km74DirA,0,4,0
2.20374,41.39207,F050BCN9AvLitoral56DirNE,0,4,0
2.09173,41.36265,F040BCN9AvRamonFrontera21DirA,0,4,0
-4.48874,36.72844,F030DUKEPintorRodrigoVivarDirA,0,4,0
2.10400,41.36630,F050BCN9AvIsabellaCatolica46DirN,0,4,0
2.12471,41.40521,F030KX0-Iradier30DirNW,0,4,0
2.16615,41.39343,F030KX0-PauClaris-AragóDirSE,0,4,0
2.12272,41.40067,F050KX0-PºdelaBonanobaDirA,0,4,0
2.18694,41.42000,F050KX0-AvMeridiana-FelipeIIdirN,0,4,0
-2.02490,43.18822,F060A-15Km152.1DirW,0,4,0
-4.55110,36.67319,F050DUKEAvdelasAmericas-Av9PolindustrialDirNE,0,4,0
-5.58344,42.61162,F050DUKEAvPadreIsla-DeportivoErasDirA,0,4,0
1.99992,41.58110,F050DUKEB-122CarreteradeRellinars3DirA,0,4,0
2.67191,39.58251,F080KX0-Ma-20Km2.4DirSE,0,4,0
1.44303,38.93048,F080KX0-EI-300Km2.5DirN,0,4,0
1.33789,38.97335,F060KX0-EI-600/C731Km12.4DirNW,0,4,0
2.00823,41.55343,F050KX0-RambletadelpareAlegreDirA,0,4,0
2.03384,41.56059,F050KX0-AvdelVallés-CalleSalamancaDirA,0,4,0
2.12356,41.37463,F030BCN9CRieraBlanca31DirA,0,4,0
0.20462,41.90241,F050BERAN240AvLeridaDirSE,0,4,0
0.20814,41.89996,F050BERAN240AvBarcelonaDirSE,0,4,0
0.18061,41.91812,F050BERAN240PºSanJuanBoscoDirA,0,4,0
-7.01334,42.71963,F050ABRGA6EntradaViaductodePiedrafitaKm430DirS,0,4,0
2.02482,41.31917,F030BCN9C-245Km8CraBarcelona39DirNE,0,4,0
-9.33329,38.69968,F070KX0-EN6-7Km2.7DirA,0,4,0
-3.66212,40.55408,F050JUANAvdelaIlusion-CImaginaciondirA,0,4,0
3.11537,42.24363,F030JOSIC/lamarinada154DirA,0,4,0
-6.16721,36.38020,F030DUKECaminodelSotillo8DirA,0,4,0
-6.15834,36.41173,F030DUKECraBarrosafrentealParqueDirA,0,4,0
-6.14596,36.42062,F010DUKEEntradaAlamedadelrioDirNW,0,4,0
-6.14584,36.40315,F050DUKEFuenteAmarga-BalnearioDirA,0,4,0
-6.20331,36.38555,F050DUKESanctiPetrientradaPobladoDirA,0,4,0
-6.13793,36.41526,F050DUKEPteConcordiaalamitadDirA,0,4,0
-2.02210,43.25325,F080ELDEA1Km451DirS,0,4,0
-7.87797,42.33958,F080ABRGN-525Km237DirN,0,4,0
-5.67492,43.50897,F040KX0-CalleRocesDirNE,0,4,0
-5.67189,43.51127,F040KX0-BenitoOteroMartinezDirSW,0,4,0
-2.97990,43.12595,F030DUKECalleGardea44DirA,0,4,0
-2.94040,43.14247,F030DUKECalleVitoria26DirA,0,4,0
-2.98078,43.12509,F050KX0-C/KaltzaganetaDirA,0,4,0
-2.48739,43.06409,F030KX0-NafarroaHiribideaDirA,0,4,0
-2.47779,43.06746,F030KX0-ZigarrolaKaleaDirA,0,4,0
-2.47833,43.06392,F040KX0-NafarroaHiribideaDirA,0,4,0
-0.69926,38.01644,F050KX0-CV-905Km7.1DirNW,0,4,0
2.02781,41.54733,F050KX0-C/Colom455DirN,0,4,0
-0.51877,38.38306,F070KX0-A-77aKm0.4DirNW,0,4,0
2.26570,41.93183,F050BCN9CTorrello22DirA,0,4,0
2.24906,41.92900,F030BCN9PaisosCatalans(EntreRACCyLiDL)DirA,0,4,0
-8.00284,39.77258,F070KX0-IC8Km115.3DirA,0,4,0
-8.10407,38.62632,F090KX0-EN114Km170DirA,0,4,0
-9.11870,38.79546,F090KX0-IC17Km19.1DirW,0,4,0
-9.16890,38.79008,F090KX0-IC17Km14.2DirS,0,4,0
-8.58288,41.15480,F080KX0-A20Km9.8DirS,0,4,0
-8.62348,41.08318,F100KX0-A29Km48.3DirN,0,4,0
-8.61632,41.08552,F100KX0-A29Km49DirS,0,4,0
-8.60931,38.51014,F090KX0-IC1Km548.6DirA,0,4,0
-0.55725,38.20950,F080KX0-N-332Km89DirA,0,4,0
3.19561,42.05054,F020JOSIAvGrecia14DirA,0,4,0
3.18547,42.05069,F050JOSIGI-641201DirA,0,4,0
-0.47605,39.46650,F080CALOCV-410/CV-33Km3.5DirN,0,4,0
-0.39942,39.38210,F100KX0-V-31Km6.125DirSW,0,4,0
1.32942,38.97565,F060EI-600/C731CanGuillamoDirE,0,4,0
1.38947,38.87032,F060EI-900Km2DirA,0,4,0
-8.32999,43.30820,F070ABRGAC-221Km2.550DirA,0,4,0
-8.55121,42.77567,F070ABRGAC-841Km.9.800DirA,0,4,0
-0.39093,39.50155,F030COAOHnosMachado-VicenteCanetDirSE,0,4,0
-0.35725,39.45085,F050COAOAntonioFerrandis-PouAparisiDirNE,0,4,0
-0.40632,39.45463,F050COAOCaminoudePicanya49DirNE,0,4,0
-0.38081,39.44550,F050COAOFernandoAbrilMartorell-MalillaDirE,0,4,0
-0.34058,39.47832,F050COAOAvdelosnaranjos8DirSE,0,4,0
-0.40635,39.48980,F050COAOMaestroRodrigo84DirNW,0,4,0
-2.49947,42.50516,F070KX0-A-124Km74.51DirA,0,4,0
1.14647,41.20475,F120KX0-C-14Km13.91DirS,0,4,0
2.81311,42.06667,F100KX0-C-66Km38.147DirN,0,4,0
2.83720,41.80177,F100KX0-C-35Km91.2DirW,0,4,0
2.95988,41.82759,F100KX0-C-65Km6.662DirW,0,4,0
2.07068,41.37598,F080KX0-B-23Km3.35DirW,0,4,0
2.05457,41.37340,F080KX0-B-23Km4.76DirE,0,4,0
2.02215,41.39813,F100KX0-B-23Km9.26DirN,0,4,0
